nama_kabupaten_kota,tahun,kab/kota,keterangan,total
KABUPATEN BEKASI,2020-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2020-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2020-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2020-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2020-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2020-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2020-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2020-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2020-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2020-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2020-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2020-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KABUPATEN BOGOR,2021-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2021-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2021-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2021-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2021-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2021-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2021-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2021-01-01,Kuningan,Perkiraan Kasus Pneumonia,
KABUPATEN CIREBON,2021-01-01,Cirebon,Perkiraan Kasus Pneumonia,
KABUPATEN MAJALENGKA,2021-01-01,Majalengka,Perkiraan Kasus Pneumonia,
KABUPATEN SUMEDANG,2021-01-01,Sumedang,Perkiraan Kasus Pneumonia,
KABUPATEN INDRAMAYU,2021-01-01,Indramayu,Perkiraan Kasus Pneumonia,
KABUPATEN SUBANG,2021-01-01,Subang,Perkiraan Kasus Pneumonia,
KABUPATEN PURWAKARTA,2021-01-01,Purwakarta,Perkiraan Kasus Pneumonia,
KABUPATEN KARAWANG,2021-01-01,Karawang,Perkiraan Kasus Pneumonia,
KABUPATEN BEKASI,2021-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2021-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2021-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2021-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2021-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2021-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2021-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2021-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2021-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2021-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR ,2019-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KOTA BANJAR ,2020-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2021-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
